TimeStamp,Pair,Open,High,Low,Close,Volume_USD,Volume_CCY
1613401200.0,ETH/USD,1783.9,1809.9,1783.9,1809.84552999,3105442.5891074464,1715.86057354
1613397600.0,ETH/USD,1803.0,1811.4,1782.2,1784.8,8575187.198836649,4804.56476851
1613394000.0,ETH/USD,1805.0,1814.23468536,1798.1,1803.0,5090572.27314963,2823.39005721
1613390400.0,ETH/USD,1787.4,1807.9,1777.0,1804.3,6288693.024633664,3485.39213248
1613386800.0,ETH/USD,1770.0,1794.6,1768.5,1785.9548122,9568818.628497515,5357.81676173
1613383200.0,ETH/USD,1760.3,1771.3,1752.9,1769.9,7288171.503249868,4117.84366532
1613379600.0,ETH/USD,1760.9,1768.2,1751.6,1760.2962155,7543308.350018645,4285.24942768
1613376000.0,ETH/USD,1749.1,1767.7,1740.1,1761.78253932,10130478.622672245,5750.12999424
1613372400.0,ETH/USD,1734.15596219,1757.3,1732.94241708,1747.7,11507455.911437662,6584.34279993
1613368800.0,ETH/USD,1721.7,1745.0,1721.7,1735.4,8932575.254191706,5147.27166889
1613365200.0,ETH/USD,1723.2,1729.0,1702.7,1722.6,6395818.99814253,3712.88691405
1613361600.0,ETH/USD,1724.6,1725.9,1686.9,1722.2,19376458.844287336,11250.99224497
1613358000.0,ETH/USD,1715.8,1732.6,1693.1,1724.6,15950418.62299573,9248.76413255
1613354400.0,ETH/USD,1749.1,1755.7,1649.0,1715.8,71813439.65164219,41854.20191843
1613350800.0,ETH/USD,1806.6,1810.9,1732.4,1749.1,34420338.94642118,19678.88568202
1613347200.0,ETH/USD,1801.3,1812.6,1801.3,1806.6,2967694.394711406,1642.69588991
1613343600.0,ETH/USD,1824.2,1825.9,1801.2,1801.2,5817717.720324516,3229.91212543
1613340000.0,ETH/USD,1826.3,1833.6,1823.2187358,1824.5,6184972.29081726,3389.95466748
1613336400.0,ETH/USD,1817.99892,1828.1742632,1814.2,1827.0,2051001.5109021899,1122.60619097
1613332800.0,ETH/USD,1803.7,1819.9,1800.4,1818.0,1898315.0091140398,1044.17767278
1613329200.0,ETH/USD,1806.5,1811.3,1797.3,1804.1,1498150.8167513188,830.41450959
1613325600.0,ETH/USD,1802.6,1810.4,1797.2,1806.4,1261639.7807153119,698.42769083
1613322000.0,ETH/USD,1808.9,1812.5,1801.3,1803.0,1723054.92544122,955.65996974
1613318400.0,ETH/USD,1798.3,1809.9,1789.3,1808.8,2686770.06962168,1485.3881411
1613314800.0,ETH/USD,1806.9,1812.9,1781.3,1798.6,10384977.251544818,5773.92263513
1613311200.0,ETH/USD,1811.9,1822.8,1795.3,1806.8,10548011.409463909,5837.95185381
1613307600.0,ETH/USD,1839.0,1841.3,1803.16781151,1810.0,13189584.492183499,7287.06325535
1613304000.0,ETH/USD,1831.7,1844.9,1831.0,1839.3,3335377.206241884,1813.39488188
1613300400.0,ETH/USD,1837.0,1837.59005111,1827.2,1832.1,4516969.221773107,2465.45997586
1613296800.0,ETH/USD,1840.3,1848.7,1835.1,1836.98402576,2997278.7037639474,1631.63024922
1613293200.0,ETH/USD,1831.4,1841.5,1829.6,1840.8,1815957.23960196,986.50436745
1613289600.0,ETH/USD,1834.5,1842.9,1827.4,1831.28738752,1766880.734162538,964.82984932
1613286000.0,ETH/USD,1839.9,1841.9,1832.6,1834.3,2530317.464617748,1379.44581836
1613282400.0,ETH/USD,1840.9,1853.3,1837.2,1839.28692208,9161080.117288785,4980.77815229
1613278800.0,ETH/USD,1816.9,1843.1,1814.2,1840.6,4580681.89471233,2488.68950055
1613275200.0,ETH/USD,1810.0,1820.8,1802.1,1816.9,1930847.198586798,1062.71517342
1613271600.0,ETH/USD,1825.7,1830.8,1808.2,1809.424498,2081402.9385252916,1150.31212456
1613268000.0,ETH/USD,1833.6,1844.0,1824.2,1825.1,3104890.846215536,1701.21683536
1613264400.0,ETH/USD,1832.8,1839.7,1825.6,1833.59028383,4341641.666567962,2367.8363181
1613260800.0,ETH/USD,1816.8,1832.8,1807.40998893,1832.8,4416890.243334536,2409.91392587
1613257200.0,ETH/USD,1815.9,1823.9,1811.9,1814.80349814,1417395.518507631,781.0187273500001
1613253600.0,ETH/USD,1811.91768219,1819.7,1805.7,1815.6,2290339.15713522,1261.47783495
1613250000.0,ETH/USD,1798.7,1818.43965021,1796.2,1811.6,4019009.712655868,2218.48626223
1613246400.0,ETH/USD,1798.2,1800.0,1784.4,1798.6,5774863.964906948,3210.75501218
1613242800.0,ETH/USD,1801.47094055,1808.5,1792.4,1798.2,3120579.9879483604,1735.3909398
1613239200.0,ETH/USD,1792.8,1810.0,1785.1,1800.98612027,3445633.9148320644,1913.19293139
1613235600.0,ETH/USD,1809.8,1809.8,1782.7,1792.9,3568660.6992638223,1990.44045918
1613228400.0,ETH/USD,1806.6,1823.9,1804.1,1817.8,4808515.077151923,2645.23879258
1613224800.0,ETH/USD,1806.0,1806.6,1789.1,1806.4,10152992.1750596,5620.56697025
1613221200.0,ETH/USD,1794.44104655,1810.4,1787.9,1804.6,6652030.152583886,3686.15214041
1613217600.0,ETH/USD,1780.5,1807.6,1763.89736916,1794.9,4571055.780237537,2546.69105813
1613214000.0,ETH/USD,1797.0,1801.7,1762.07929312,1780.4,29045027.969542347,16313.76542886
1613210400.0,ETH/USD,1829.4,1829.4,1796.9,1797.8,6437740.344288598,3580.89906791
1613206800.0,ETH/USD,1827.3,1840.0,1823.1666479,1829.5,2753922.47400048,1505.28694944
1613203200.0,ETH/USD,1808.470952,1829.7,1796.3,1827.2,11508220.166507743,6298.28161477
1613199600.0,ETH/USD,1844.0,1847.9,1806.3,1809.0,12388108.68510192,6848.04239088
1613196000.0,ETH/USD,1851.7,1853.0,1827.4,1844.5,3524787.9214349203,1910.97203656
1613192400.0,ETH/USD,1860.6,1861.3,1837.4,1851.6,4481611.985903784,2420.39964674
1613188800.0,ETH/USD,1866.5580626,1868.8,1856.6,1860.5,2551030.165783895,1371.15300499
1613185200.0,ETH/USD,1863.8,1874.1,1856.2,1867.2,6656573.405506656,3565.00289498
1613181600.0,ETH/USD,1855.4,1863.6,1849.1,1863.6,1343344.7722059598,720.8332111
1613178000.0,ETH/USD,1857.8,1865.1,1846.1,1854.6,3368698.5451567797,1816.4016743
1613174400.0,ETH/USD,1842.5,1862.5,1842.4125486,1857.8,4715288.063634021,2538.10316699
1613170800.0,ETH/USD,1851.6,1865.1,1832.0,1842.4,8015657.7309452575,4350.66094819
1613167200.0,ETH/USD,1849.5,1852.9,1834.4,1851.6,3953509.2012627237,2135.18535389
1613163600.0,ETH/USD,1851.0,1855.0,1838.66468,1849.46382418,10043004.350509612,5430.22481392
1613160000.0,ETH/USD,1841.4,1860.0,1841.4,1850.8,9256740.061612343,5001.48047418
1613156400.0,ETH/USD,1827.8,1842.7,1826.47958399,1841.9,6320740.181088447,3431.64133834
1613152800.0,ETH/USD,1847.1,1852.4,1815.1,1827.32809455,15368659.040166035,8410.454086490001
1613149200.0,ETH/USD,1823.9,1849.8,1815.1,1846.98777855,28762539.85119522,15572.67470052
1613145600.0,ETH/USD,1790.05244332,1824.0,1787.4,1823.9,27308137.743384656,14972.38759986
1613142000.0,ETH/USD,1755.0,1793.4,1754.7,1790.1,9188001.99780173,5132.67526831
1613138400.0,ETH/USD,1794.27211435,1801.8,1742.1,1755.0,40497965.4499056,23075.76378912
1613134800.0,ETH/USD,1781.7218235,1797.9,1778.4,1792.6,8141145.298074445,4541.52923021
1613131200.0,ETH/USD,1779.0,1784.0,1770.3,1781.7,2155756.05457944,1209.9433432
1613127600.0,ETH/USD,1769.1,1783.7,1769.1,1778.90232284,2968581.9933481123,1668.77177866
1613124000.0,ETH/USD,1765.9,1773.9,1765.9,1767.3,1093076.129396148,618.50061076
1613120400.0,ETH/USD,1767.0,1767.0,1751.2,1765.9,1734967.8264651722,982.48362108
1613116800.0,ETH/USD,1769.4,1776.1,1763.3,1767.2,5627202.485834695,3184.24767193
1613113200.0,ETH/USD,1761.3,1772.0,1757.1780468,1769.9,1936898.82972179,1094.3549521
1613109600.0,ETH/USD,1762.0,1762.4,1747.1,1762.0,1500974.03876836,851.85813778
1613106000.0,ETH/USD,1749.65602707,1765.9,1744.5,1762.1,1482983.382449154,841.60001274
1613102400.0,ETH/USD,1765.7,1765.8,1740.0,1749.8,8020363.391913183,4583.58863408
1613098800.0,ETH/USD,1776.0,1778.9,1764.5,1765.7,3159176.766489828,1789.19225604
1613095200.0,ETH/USD,1793.3,1793.3,1772.1,1776.9,6025682.3486769935,3391.12068697
1613091600.0,ETH/USD,1791.7,1793.4,1786.1,1793.4,7337037.007440462,4091.13248993
1613088000.0,ETH/USD,1787.1,1808.0,1786.1,1791.868784,12214601.271431409,6816.68288465
1613084400.0,ETH/USD,1781.9,1789.9,1775.3,1787.7,2073083.7980000162,1159.63741008
1613080800.0,ETH/USD,1768.0,1785.9,1766.9,1781.9,1734792.1004702142,973.56310706
1613077200.0,ETH/USD,1762.8,1774.0,1757.1,1767.8,5391145.466448724,3049.63540358
1613073600.0,ETH/USD,1791.94684874,1808.4,1759.9,1763.8,11245560.458312644,6375.75714838
1613070000.0,ETH/USD,1798.0,1802.1471732,1790.1,1792.6,3651672.995996074,2037.08188999
1613066400.0,ETH/USD,1784.2,1801.9,1777.8,1798.0,6526889.27567764,3630.08302318
1613062800.0,ETH/USD,1794.4,1796.81094819,1780.6,1784.8,4941763.620355512,2768.80525569
1613059200.0,ETH/USD,1802.6,1814.0,1787.7,1795.4,13268934.12892396,7390.51694827
1613055600.0,ETH/USD,1802.0,1807.9,1790.6,1803.0,10785884.791164419,5982.18790414
1613052000.0,ETH/USD,1789.8,1807.1,1783.8,1800.1,16572920.644261422,9206.66665422
1613048400.0,ETH/USD,1780.9,1821.9,1780.2,1789.8,19877997.568224665,11106.26749817
1613044800.0,ETH/USD,1763.9,1793.7,1763.9,1780.9,8651032.570387956,4857.67452995
1613041200.0,ETH/USD,1786.2,1791.31435456,1760.5,1763.4,9671999.499919727,5484.85851192
1613037600.0,ETH/USD,1767.7,1789.0,1764.3,1785.8,8076808.1604157705,4522.79547565
1613034000.0,ETH/USD,1752.9,1770.9,1745.1,1767.6,5694639.964751448,3221.67909298
1613030400.0,ETH/USD,1737.8,1753.9,1731.7,1752.8839392,4706547.917770826,2685.03111502
1613026800.0,ETH/USD,1727.3318118,1748.9,1727.3318118,1737.1,3129453.6862140046,1801.53916655
1613023200.0,ETH/USD,1719.3,1733.9,1719.3,1725.9932396,1194486.4794589377,692.05744962
1613019600.0,ETH/USD,1723.6,1729.8,1717.6,1719.3,4247664.771819315,2470.57800955
1613016000.0,ETH/USD,1742.9,1747.9,1721.7,1723.8699829,4575732.322490494,2654.33725738
1613012400.0,ETH/USD,1732.8,1749.9,1730.9,1742.8,2144330.764212688,1230.39405796
1613008800.0,ETH/USD,1710.2,1732.9,1710.2,1732.8,2016448.8694728478,1163.69394591
1613005200.0,ETH/USD,1718.4,1724.9,1705.0,1710.1,5709538.435529424,3338.71611925
1613001600.0,ETH/USD,1742.5,1749.9,1710.4,1718.5,7369832.08717728,4288.52609088
1612998000.0,ETH/USD,1749.8,1761.0,1737.7,1742.1,6439665.550472132,3696.49592473
1612994400.0,ETH/USD,1728.9,1750.9,1725.1,1749.683425,3055694.4762841263,1746.42705796
1612990800.0,ETH/USD,1712.9,1729.6,1706.1,1729.3,3590152.635177622,2076.07276654
1612987200.0,ETH/USD,1744.8,1746.5,1708.3,1712.9,3663491.875494087,2138.76576303
1612983600.0,ETH/USD,1741.61971423,1746.9,1720.3,1744.8,7788403.6046905685,4463.78014941
1612980000.0,ETH/USD,1738.7,1745.9,1728.9,1741.5,4029265.8262158753,2313.67546725
1612976400.0,ETH/USD,1728.3,1747.9,1716.1,1739.1,5770406.030283773,3318.04153314
1612972800.0,ETH/USD,1713.8,1737.2,1693.0,1728.4340401,13268379.793023711,7676.53233227
1612969200.0,ETH/USD,1723.3,1730.9,1681.2,1713.99121256,27371018.04172384,15969.17057751
1612965600.0,ETH/USD,1744.6,1763.4,1713.8,1723.6,15276786.794193935,8863.30169076
1612962000.0,ETH/USD,1744.4,1751.9,1724.8,1744.6,12105508.83591764,6938.8449134
1612958400.0,ETH/USD,1793.1,1793.4,1678.1,1744.65584744,47699410.08633606,27340.29760444
1612954800.0,ETH/USD,1795.9,1797.6,1774.1,1795.3,7819412.6008707415,4355.49078197
1612951200.0,ETH/USD,1791.7439012,1810.5,1784.5,1795.9,10965402.69339117,6105.7980363
1612947600.0,ETH/USD,1805.1,1813.9,1784.1,1792.88962453,17013837.206649113,9489.61775107
1612944000.0,ETH/USD,1813.1,1838.7,1791.47713439,1805.7,23392672.124281317,12954.90509181
1612940400.0,ETH/USD,1801.4,1818.9,1801.3,1812.8,10263562.594376257,5661.71811252
1612936800.0,ETH/USD,1799.4,1825.0,1799.1,1801.3,19027874.346090082,10563.412172370001
1612933200.0,ETH/USD,1786.7,1801.9,1784.1,1799.9,8535168.157910652,4742.02353348
1612929600.0,ETH/USD,1809.0,1812.3,1768.1,1786.7,10557549.112814736,5908.96575408
1612926000.0,ETH/USD,1809.1,1822.7,1797.6,1809.0,19186161.83266203,10605.94905067
1612922400.0,ETH/USD,1803.3,1825.0,1797.5,1809.0,21772204.94364633,12035.49195337
1612918800.0,ETH/USD,1788.3,1803.3,1782.1,1803.3,14541895.376673492,8064.04667924
1612915200.0,ETH/USD,1771.8,1797.7,1761.1,1788.3,4731241.946113899,2645.66456753
1612911600.0,ETH/USD,1766.9,1780.0,1752.7,1771.9,6645587.976300338,3750.54347102
1612908000.0,ETH/USD,1769.4,1769.4,1756.2,1766.9,3819670.9061127165,2161.79235164
1612904400.0,ETH/USD,1767.5,1774.75288104,1762.8,1769.8,2911296.646543214,1644.98623943
1612900800.0,ETH/USD,1774.9721962,1793.9,1767.2,1768.0,12050785.77474928,6816.05530246
1612897200.0,ETH/USD,1754.2,1774.9,1744.9,1774.9,13360421.579235459,7527.42215293
1612893600.0,ETH/USD,1741.9,1758.8,1737.1,1754.2,6243374.764117008,3559.10088024
1612890000.0,ETH/USD,1733.7,1747.9,1733.3,1741.3,4351798.543024316,2499.16645209
1612886400.0,ETH/USD,1751.5,1761.9,1723.2,1734.2,11933791.107615676,6881.43876578
1612882800.0,ETH/USD,1758.0,1759.0,1744.5,1751.1,4981787.220339579,2844.94730189
1612879200.0,ETH/USD,1741.5,1757.9,1734.2,1757.9,5508083.742077735,3133.33166965
1612875600.0,ETH/USD,1731.3,1745.0,1714.5,1741.5,13574300.45099229,7794.60261326
1612872000.0,ETH/USD,1754.8,1770.0,1725.7,1731.2,17809143.18001779,10287.16680916
1612868400.0,ETH/USD,1733.3,1758.8,1732.84750433,1754.7,23846144.215282936,13589.86961605
1612864800.0,ETH/USD,1777.1,1781.5,1724.0,1733.8,32269289.699810505,18611.88701108
1612861200.0,ETH/USD,1806.7,1826.9,1762.1,1777.1,48144421.700361975,27091.56586594
1612857600.0,ETH/USD,1756.7,1816.6,1756.7,1806.8,56742629.63913441,31405.04186359
1612854000.0,ETH/USD,1773.0,1774.7,1747.6,1755.7,16334727.933685683,9303.82635626
1612850400.0,ETH/USD,1748.1,1773.0,1737.0,1773.0,15036666.498304289,8480.91737073
1612846800.0,ETH/USD,1741.9,1754.0,1732.90108942,1748.3,7719179.635785639,4415.2488908
1612843200.0,ETH/USD,1738.1,1755.2,1731.8,1741.7,17110678.347352006,9824.12490518
1612839600.0,ETH/USD,1725.3,1740.9,1714.3,1738.1,14912449.123977587,8579.74174327
1612836000.0,ETH/USD,1735.3,1736.1780988,1710.638776,1725.3,5181885.187782227,3003.46907076
1612832400.0,ETH/USD,1757.0,1757.0,1728.6,1735.0,3601097.8447410497,2075.56071743
1612828800.0,ETH/USD,1755.0,1776.7,1736.5,1756.677964,12815792.113516124,7295.47041413
1612825200.0,ETH/USD,1715.3,1767.4,1708.6,1754.8452795,26028674.763706785,14832.46133877
1612821600.0,ETH/USD,1699.7,1720.0,1699.1,1716.5,3881642.0768143544,2261.37027487
1612818000.0,ETH/USD,1722.6,1725.4,1699.1,1700.0,3768597.997312,2216.82235136
1612814400.0,ETH/USD,1698.4,1737.4,1695.0,1723.0,29039836.12718702,16854.22874474
1612810800.0,ETH/USD,1697.6,1707.0,1691.93480715,1698.8,7376100.164023872,4341.94735344
1612807200.0,ETH/USD,1707.6,1713.4,1690.4,1698.34624152,20792021.059007887,12242.51012585
1612803600.0,ETH/USD,1716.4,1727.9,1703.30895211,1707.6,21484806.830960255,12581.87329056
1612800000.0,ETH/USD,1742.9,1784.2,1716.0,1716.8,50569083.285634786,29455.43061838
1612796400.0,ETH/USD,1715.0,1764.5,1711.9,1742.2,26068700.29349489,14963.09280995
1612792800.0,ETH/USD,1689.9,1727.0,1689.9,1715.0,27104380.15540115,15804.30329761
1612789200.0,ETH/USD,1727.0,1744.0,1683.6,1690.0,64168316.18628989,37969.41786171
1612785600.0,ETH/USD,1660.1,1728.8,1643.1,1727.0,52286791.93680668,30276.08102884
1612782000.0,ETH/USD,1646.6,1665.4684394,1646.52231902,1660.0,16277804.6339932,9805.90640602
1612778400.0,ETH/USD,1627.9,1646.6,1626.0,1646.6,9202146.246039415,5588.57418076
1612774800.0,ETH/USD,1633.2,1647.8,1627.1,1629.2,8722533.710461091,5353.87534401
1612771200.0,ETH/USD,1641.1,1652.3,1626.5,1633.1,5568861.371667005,3409.99410426
1612767600.0,ETH/USD,1634.3,1648.7,1625.0,1641.0,4197950.8549447805,2558.16627358
1612764000.0,ETH/USD,1609.7,1636.7,1609.3,1633.59127749,2545777.4128782395,1558.39312315
1612760400.0,ETH/USD,1618.3,1625.0,1606.1,1609.2,7359383.676051576,4573.31821778
1612756800.0,ETH/USD,1579.7,1618.9,1577.4,1618.3,12775156.957024774,7894.18337578
1612753200.0,ETH/USD,1570.5,1589.9,1563.4,1579.77407438,7823511.499874276,4952.29769038
1612749600.0,ETH/USD,1592.3,1603.1,1567.2,1570.4,4592448.178579352,2924.38116313
1612746000.0,ETH/USD,1595.76773296,1603.6,1580.4,1592.3,5123979.418994577,3217.97363499
1612742400.0,ETH/USD,1613.4,1632.3,1590.9,1595.9,10505361.25241918,6582.7190002
1612738800.0,ETH/USD,1599.9,1621.9,1598.4,1611.99918993,10175335.047584,6312.24575741
1612735200.0,ETH/USD,1596.0,1600.0,1574.2,1600.0,5371254.971088,3357.03435693
1612731600.0,ETH/USD,1581.3,1602.1,1574.1,1596.0,8248738.27964508,5168.38238073
1612728000.0,ETH/USD,1565.17150407,1582.8,1554.1,1580.3,19771572.78185668,12511.27810027
1612724400.0,ETH/USD,1580.1123252,1588.9,1560.0,1565.5,10305988.192467635,6583.19271317
1612720800.0,ETH/USD,1554.8,1584.9,1553.1,1580.6,18280569.144059177,11565.5884753
1612717200.0,ETH/USD,1555.4,1574.81074351,1546.3,1555.3999629,14664238.68534013,9427.95360365
1612713600.0,ETH/USD,1537.2,1557.9,1486.8,1555.17079315,70754985.06273687,45496.60099996
1612710000.0,ETH/USD,1571.7,1577.5,1525.53013187,1537.7,22306589.99884843,14506.46419903
1612706400.0,ETH/USD,1586.1,1588.54665971,1561.0,1572.1,16708065.955817753,10627.86461155
1612702800.0,ETH/USD,1617.6,1629.4,1579.3189713,1586.3,10339159.57001434,6517.7832503399995
1612699200.0,ETH/USD,1627.1,1632.2,1602.2,1617.8,8133270.725731079,5027.36477051
1612695600.0,ETH/USD,1638.6,1638.9,1616.1,1627.3,4383660.834247323,2693.82463851
1612692000.0,ETH/USD,1637.9,1656.9,1636.1,1638.4520754,3395069.7369854846,2072.12025787
